DOLLAREL,BEDROOMS,TVCOLOR,NHSLDMEM,TOTSQFT_EN,BA_climate,SWIMPOOL_,INCOME,TYPEHUQ_,DISHWASH,CWASHER,ELWARM,ELCOOL,ELWATER,REGIONC,TELLWORK
693.7,3,4,3,4650,Cold,0,3,1,1,1,0,1,0,NORTHEAST,1
2097.89,4,4,4,3450,Cold,0,2,1,1,1,0,1,1,NORTHEAST,1
2147.11,5,2,3,1370,Mixed-Humid,0,3,1,1,1,0,1,0,SOUTH,1
984.48,3,2,1,2000,Cold,0,4,1,1,1,0,1,0,MIDWEST,1
547.03,2,0,1,2600,Cold,0,1,1,0,1,0,0,0,NORTHEAST,0
833.02,3,2,1,1730,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
1249.05,3,2,2,1430,Hot-Dry,0,2,1,1,1,1,1,1,WEST,1
885.76,4,1,1,1840,Marine,0,3,1,1,1,1,1,0,WEST,0
520.23,3,4,3,1830,Hot-Dry,0,1,1,1,1,0,0,0,WEST,0
1403.71,1,2,1,950,Mixed-Humid,0,4,0,1,0,0,1,0,NORTHEAST,1
1227.08,3,2,5,1970,Cold,0,2,1,1,1,0,0,0,NORTHEAST,0
1432.41,4,3,2,4200,Cold,1,4,1,1,1,0,1,0,MIDWEST,1
1193.06,0,1,2,600,Hot-Dry,0,2,0,0,0,1,1,0,WEST,1
1802.08,3,5,6,3400,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,1
910.27,2,1,1,1430,Hot-Dry,0,2,0,1,1,0,1,1,WEST,0
460.94,2,2,1,1900,Cold,0,2,1,1,1,0,1,0,WEST,0
1232.12,2,2,2,3600,Cold,0,1,1,0,1,1,1,0,MIDWEST,0
897.77,3,1,2,3400,Cold,0,1,1,0,1,1,0,0,NORTHEAST,0
1297.57,3,1,1,1620,Mixed-Humid,0,1,1,0,1,1,1,1,SOUTH,0
898.9,5,2,2,2010,Cold,0,3,1,1,1,0,1,0,SOUTH,0
598.8,1,2,1,1100,Marine,0,1,0,1,1,1,1,0,WEST,0
993.42,2,3,1,840,Cold,0,2,1,1,1,1,1,1,MIDWEST,1
1301.53,3,5,2,2850,Cold,1,2,1,1,1,0,0,0,NORTHEAST,1
420.75,3,1,1,1020,Mixed-Dry,0,1,1,0,1,0,1,0,WEST,0
1386.17,3,2,2,2490,Cold,0,1,1,0,1,0,1,1,MIDWEST,0
250.6,2,1,1,1000,Cold,0,1,1,0,1,1,1,0,WEST,0
2400.3,4,5,6,1950,Hot-Humid,0,1,1,0,1,1,1,1,SOUTH,0
1306.75,5,1,2,3600,Cold,0,4,1,1,1,0,1,0,WEST,1
895.76,4,4,2,1130,Cold,1,3,1,1,1,1,1,1,NORTHEAST,0
2220.08,3,1,2,2640,Hot-Dry,1,3,1,1,1,0,1,0,WEST,0
1764.73,3,2,2,1500,Cold,0,1,1,1,1,1,0,1,WEST,1
333.91,1,2,1,850,Cold,0,1,0,0,0,1,1,1,MIDWEST,0
2164.32,3,2,2,2380,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,1
1095.45,3,3,2,1200,Mixed-Humid,0,3,0,0,0,0,1,1,NORTHEAST,1
836.68,2,1,2,880,Marine,0,4,0,1,1,1,1,1,WEST,1
1985.53,2,0,4,1600,Cold,0,2,1,1,1,1,1,0,MIDWEST,0
1523.25,3,6,3,2300,Mixed-Dry,0,4,1,1,1,0,1,0,SOUTH,1
631.8,1,0,2,800,Mixed-Humid,0,1,0,0,0,0,0,0,NORTHEAST,1
1285.47,4,1,4,1600,Hot-Dry,0,1,1,1,1,1,1,1,WEST,0
2745.59,4,3,2,2500,Mixed-Humid,1,1,1,1,1,0,1,0,SOUTH,0
2907.83,4,3,6,1200,Cold,0,1,0,0,1,1,1,1,NORTHEAST,1
372.14,4,1,1,2480,Mixed-Humid,0,4,0,1,1,0,1,0,NORTHEAST,1
720.75,2,1,2,1340,Mixed-Humid,0,4,0,1,0,0,1,1,SOUTH,0
1075.92,0,1,2,630,Hot-Dry,0,1,0,1,0,1,1,1,WEST,0
1532.31,2,2,2,900,Mixed-Humid,0,1,0,1,1,1,1,1,SOUTH,0
495.3,1,0,1,880,Mixed-Humid,0,2,0,0,0,0,1,0,SOUTH,1
555.19,1,1,1,800,Hot-Dry,0,1,0,1,1,0,1,0,WEST,0
2229.71,3,3,3,1570,Cold,0,1,1,0,1,1,1,1,SOUTH,0
1335.78,3,2,1,1640,Hot-Dry,0,1,1,1,1,0,1,0,WEST,0
1086.96,3,4,3,2250,Mixed-Humid,0,1,1,1,1,0,1,0,SOUTH,0
3894.98,5,5,2,3040,Cold,0,2,1,1,1,1,1,0,WEST,0
1533.96,4,3,2,4500,Mixed-Humid,0,4,1,1,1,0,1,0,MIDWEST,0
1001.04,1,0,1,800,Mixed-Humid,0,1,0,0,1,1,1,1,SOUTH,0
1441.5,2,2,2,2200,Cold,0,1,1,1,1,0,1,1,MIDWEST,0
1181.79,3,1,1,3000,Cold,0,1,1,1,1,0,1,0,NORTHEAST,0
700.6,3,3,2,1930,Marine,0,1,1,1,1,0,1,0,WEST,0
719.4,1,1,1,530,Cold,0,1,0,0,0,1,1,0,NORTHEAST,0
2017.22,2,3,4,750,Cold,0,2,0,0,1,0,1,1,NORTHEAST,1
1619.77,3,3,3,3300,Cold,0,4,1,1,1,0,1,1,NORTHEAST,0
628.49,1,1,2,600,Cold,0,1,0,0,0,0,0,0,WEST,0
1864.37,3,5,3,2730,Mixed-Humid,0,3,1,1,1,1,1,0,MIDWEST,1
1507.67,3,2,3,2090,Cold,0,3,1,1,1,0,1,0,NORTHEAST,0
1067.63,3,3,2,2280,Cold,0,2,1,1,1,1,1,0,NORTHEAST,1
1109.93,3,2,2,1450,Mixed-Humid,0,2,0,1,1,0,1,1,SOUTH,0
3919.13,3,4,2,2390,Hot-Dry,1,4,1,1,1,0,1,0,WEST,1
2083.65,3,3,2,1800,Cold,1,2,1,1,1,1,1,1,NORTHEAST,1
1369.48,4,2,4,2700,Mixed-Humid,0,4,1,1,1,1,1,0,SOUTH,0
544.85,1,1,1,350,Cold,0,1,0,0,1,0,1,0,NORTHEAST,0
1244.97,4,4,2,4200,Cold,0,4,1,1,1,0,1,1,NORTHEAST,1
2623.68,2,4,2,3000,Cold,0,3,1,1,1,1,1,0,NORTHEAST,0
1226.75,3,2,2,1700,Mixed-Humid,0,2,1,1,1,0,1,1,SOUTH,0
1467.87,3,3,2,2960,Cold,0,3,1,1,1,0,1,0,WEST,0
1077.72,3,4,3,2320,Mixed-Humid,0,2,1,1,1,0,1,0,SOUTH,1
1081.85,2,1,1,1720,Cold,0,1,0,1,1,0,0,0,WEST,0
467.15,2,1,1,3660,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,0
1232.51,3,3,2,1810,Mixed-Humid,0,2,0,1,1,0,1,1,SOUTH,0
1362.26,3,3,1,2000,Very-Cold,0,1,0,1,1,1,1,1,MIDWEST,1
1488.87,2,1,2,850,Cold,0,1,0,1,1,1,1,0,MIDWEST,0
2034.93,4,3,4,3130,Mixed-Humid,0,4,1,1,1,1,1,0,SOUTH,1
1205.43,5,4,4,3000,Cold,0,4,1,1,1,1,1,0,WEST,1
2213.54,4,2,3,3150,Mixed-Humid,0,4,1,1,1,1,1,1,SOUTH,0
1185.29,2,2,2,1750,Cold,0,2,1,1,1,0,1,0,NORTHEAST,0
1561.14,3,1,2,3600,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
987.76,3,1,1,1730,Mixed-Humid,0,1,1,0,1,1,1,1,SOUTH,0
1234.28,2,1,2,1650,Cold,0,1,1,0,1,1,1,0,NORTHEAST,0
2424.39,3,5,2,580,Hot-Humid,0,2,1,0,1,1,1,1,SOUTH,0
982.57,3,2,3,1290,Cold,0,4,1,1,1,0,1,0,NORTHEAST,1
2101.84,0,0,1,400,Cold,0,1,0,1,0,1,1,1,MIDWEST,0
1120.04,4,1,5,1600,Mixed-Humid,0,2,1,1,1,1,1,0,SOUTH,1
856.16,2,1,2,1000,Cold,0,1,1,0,1,0,1,1,MIDWEST,0
1197.9,3,2,3,3450,Cold,0,3,1,1,1,1,1,0,MIDWEST,0
1059.3,3,3,3,1560,Hot-Dry,0,1,0,0,0,0,0,0,WEST,0
1388.96,2,1,2,2520,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
1708.39,3,5,2,3000,Cold,0,3,1,1,1,0,1,0,MIDWEST,0
792.59,2,2,1,900,Hot-Dry,0,1,0,1,1,0,1,0,WEST,1
2222.89,3,3,2,2400,Very-Cold,0,1,1,1,1,1,0,1,WEST,0
1304.38,1,1,1,600,Hot-Humid,0,1,0,0,0,0,1,0,SOUTH,0
824.46,3,3,2,2400,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
2622.1,3,2,2,1680,Cold,0,2,1,1,1,1,1,0,MIDWEST,0
993.8,3,2,2,1650,Hot-Dry,0,2,0,1,1,0,1,0,WEST,0
2754.49,4,5,2,3370,Hot-Humid,0,4,1,1,1,1,0,1,SOUTH,0
2025.2,2,3,2,1900,Mixed-Humid,0,2,1,1,1,0,1,0,NORTHEAST,0
741.57,3,2,2,1600,Cold,0,3,1,0,1,1,1,0,MIDWEST,1
2159.97,3,3,2,3460,Mixed-Humid,0,1,1,1,1,1,1,1,MIDWEST,0
1242.93,3,2,1,1800,Mixed-Dry,1,1,1,0,1,0,1,1,WEST,0
1179.8,1,2,2,670,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,0
1792.92,3,2,3,2250,Mixed-Humid,0,3,0,1,1,1,1,1,SOUTH,1
1281.56,3,1,2,1690,Marine,0,4,1,1,1,1,1,0,WEST,0
1091.53,2,1,3,2100,Cold,0,1,1,0,1,0,1,1,NORTHEAST,1
551.24,1,1,1,720,Cold,0,1,0,1,0,0,1,0,MIDWEST,0
859.42,1,1,1,900,Cold,0,1,0,1,0,1,1,1,NORTHEAST,0
2153.58,3,2,6,1900,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,1
501.98,5,1,2,2600,Hot-Humid,1,4,1,1,1,0,1,1,WEST,0
4250.76,4,4,3,2470,Hot-Humid,1,4,1,1,1,0,1,1,SOUTH,1
1465.48,1,1,1,700,Mixed-Humid,0,1,0,0,1,1,1,1,MIDWEST,0
737.84,2,1,1,890,Hot-Humid,0,1,0,1,1,0,1,1,SOUTH,0
1097.23,5,4,4,12750,Cold,0,4,1,1,1,0,1,0,WEST,0
1215.91,4,1,1,2880,Mixed-Humid,0,1,0,1,1,0,1,0,NORTHEAST,0
617.07,3,1,1,2400,Cold,0,3,1,1,1,0,1,1,WEST,0
828.88,3,1,3,3600,Hot-Humid,0,2,1,1,1,1,1,0,SOUTH,0
511.57,4,1,1,1540,Cold,0,2,1,1,1,0,1,0,WEST,0
737.65,3,2,2,950,Cold,0,1,0,0,0,1,1,1,NORTHEAST,0
964.79,2,0,2,1290,Cold,0,2,1,0,1,0,0,0,NORTHEAST,0
1180.6,4,2,1,1200,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1014.28,3,1,2,3230,Cold,0,4,1,1,1,1,1,0,MIDWEST,0
733.83,2,3,2,1000,Cold,0,1,0,0,0,1,1,1,NORTHEAST,0
1427.75,2,2,1,1010,Hot-Humid,0,1,0,1,1,0,1,1,SOUTH,0
1172.25,3,1,1,3600,Mixed-Humid,0,1,1,1,1,0,1,1,SOUTH,0
1020.82,3,2,1,1300,Cold,0,1,1,1,1,0,1,1,MIDWEST,0
2802.34,1,1,2,1600,Cold,0,1,1,0,1,0,1,1,NORTHEAST,0
1225.16,2,0,2,1200,Cold,0,4,0,1,1,1,1,1,MIDWEST,1
505.72,2,1,1,1550,Cold,0,1,0,1,1,0,1,1,MIDWEST,0
1872.61,3,3,1,2700,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,0
1005.73,3,3,1,1500,Hot-Dry,0,1,1,1,1,1,1,1,WEST,0
1117.65,3,1,5,1100,Mixed-Humid,0,4,1,1,1,0,1,0,NORTHEAST,1
884.56,4,3,1,3400,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
774.64,3,1,1,1830,Mixed-Humid,0,3,1,1,1,1,1,0,MIDWEST,0
1796.39,4,2,4,3300,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
633.59,1,2,2,700,Cold,0,1,0,0,0,0,1,1,MIDWEST,0
1516.35,5,6,5,4720,Mixed-Humid,1,3,1,1,1,0,1,0,SOUTH,1
2716.06,3,2,2,2000,Mixed-Humid,1,3,1,1,1,1,1,1,SOUTH,1
1566.29,3,4,4,1650,Cold,0,2,1,1,1,0,1,0,WEST,0
1395.38,1,1,2,820,Hot-Humid,0,1,1,0,1,1,1,1,SOUTH,0
4340.62,3,3,2,2000,Hot-Dry,0,1,1,1,1,1,1,1,WEST,0
1738.48,4,2,3,3250,Hot-Dry,0,1,1,1,1,1,1,0,SOUTH,0
1003.91,4,3,5,1620,Cold,0,3,1,1,1,0,1,0,WEST,0
2262.5,3,2,2,2520,Cold,0,1,1,1,1,1,1,0,MIDWEST,0
1905.2,2,2,5,1890,Hot-Dry,0,4,1,1,1,1,1,1,WEST,0
319.8,2,0,2,1000,Cold,0,1,0,0,0,1,1,1,WEST,0
847.19,5,2,2,2850,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
751.36,2,1,1,1700,Hot-Humid,0,1,0,1,1,1,1,1,SOUTH,0
1061.16,2,2,1,1240,Cold,0,1,0,1,1,0,1,0,NORTHEAST,0
1116.4,5,2,4,2350,Cold,0,4,1,1,1,0,1,0,MIDWEST,1
1419.97,2,3,2,4600,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
369.54,2,1,1,1000,Mixed-Humid,0,1,0,1,1,1,1,1,SOUTH,0
1012.2,3,2,1,2020,Cold,0,2,1,0,1,0,1,1,NORTHEAST,0
703.13,3,3,2,2900,Cold,0,1,1,1,1,0,1,0,WEST,0
749.8,2,1,3,1000,Hot-Humid,0,1,0,1,0,0,1,1,SOUTH,1
1712.41,3,3,2,2940,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
1230.76,3,1,1,2400,Mixed-Humid,0,1,0,1,1,1,1,1,SOUTH,0
5709.3,4,5,3,2470,Hot-Humid,0,1,1,1,1,0,0,1,SOUTH,0
677.04,1,1,1,700,Cold,0,1,0,0,0,1,1,1,NORTHEAST,0
1809.49,4,2,4,2400,Cold,0,2,1,1,1,0,1,1,MIDWEST,1
1134.54,1,2,1,670,Mixed-Humid,0,2,0,1,0,1,1,0,NORTHEAST,0
2665.99,2,3,2,2400,Hot-Dry,0,1,1,0,1,0,1,0,WEST,1
1191.95,2,1,1,1800,Cold,0,4,1,1,1,1,1,1,NORTHEAST,1
1281.73,2,3,7,1200,Very-Cold,0,1,0,1,0,1,0,0,WEST,0
1181.14,3,2,6,1210,Mixed-Humid,0,1,0,1,0,0,1,0,SOUTH,0
3158.51,5,2,3,2100,Mixed-Humid,1,1,1,1,1,1,1,1,MIDWEST,0
614.8,0,1,4,580,Mixed-Humid,0,1,0,0,0,0,0,0,SOUTH,0
934.97,3,2,4,2120,Cold,0,4,1,1,1,0,0,0,WEST,0
841.63,3,2,2,2230,Very-Cold,0,4,1,1,1,0,0,0,WEST,1
3313.75,1,2,1,1200,Cold,0,1,1,0,1,1,1,1,NORTHEAST,0
678.66,2,2,2,900,Very-Cold,0,1,0,1,0,1,1,1,MIDWEST,0
2117.12,3,0,2,2250,Marine,0,2,1,0,0,1,1,1,WEST,0
1126.58,2,2,3,1000,Mixed-Humid,0,1,0,1,0,0,1,1,SOUTH,0
549.16,5,1,3,4260,Cold,0,1,0,1,0,1,0,0,NORTHEAST,0
1093.31,2,1,4,3150,Cold,0,3,1,0,1,0,1,1,NORTHEAST,0
354.09,2,1,1,1530,Cold,0,1,1,1,1,1,0,1,WEST,0
730.25,3,1,2,2450,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
679.82,3,1,3,2290,Cold,0,2,1,1,1,1,1,0,NORTHEAST,0
642.32,3,1,3,1400,Mixed-Humid,0,1,1,1,1,0,1,0,SOUTH,0
2252.1,3,6,4,2450,Cold,0,2,1,1,1,0,1,0,NORTHEAST,0
888.06,3,5,5,950,Mixed-Humid,0,1,0,0,0,0,1,0,NORTHEAST,0
1003.33,3,4,2,1880,Cold,0,4,1,1,1,0,0,0,NORTHEAST,0
1550.77,3,0,3,1010,Mixed-Humid,0,4,0,0,1,0,1,1,NORTHEAST,1
2284.46,4,3,1,1980,Hot-Dry,0,1,1,1,1,0,1,0,WEST,0
1995.63,3,1,2,1680,Very-Cold,0,2,1,1,1,0,1,1,MIDWEST,1
3382.46,4,6,5,5430,Mixed-Humid,0,3,1,1,1,1,1,0,SOUTH,0
1626.7,3,2,2,2000,Mixed-Humid,0,3,1,1,1,0,1,0,NORTHEAST,1
1959.13,4,3,7,1150,Mixed-Humid,0,2,1,1,1,1,1,1,SOUTH,1
1151.45,2,2,1,1160,Mixed-Humid,0,1,1,0,0,1,1,1,SOUTH,0
2082.55,4,5,3,1800,Cold,0,1,1,0,1,0,1,0,MIDWEST,0
585.13,2,3,1,1850,Cold,0,1,1,1,1,0,1,1,NORTHEAST,0
5239.77,4,2,4,4050,Cold,1,3,1,1,1,0,1,1,NORTHEAST,1
1842.93,2,4,2,3850,Cold,0,4,0,1,1,0,1,0,MIDWEST,0
758.58,5,2,2,3000,Cold,0,3,1,1,1,0,1,0,MIDWEST,0
2889.72,4,4,3,3990,Cold,0,4,1,1,1,0,1,0,NORTHEAST,1
1577.69,5,5,4,3860,Hot-Humid,0,4,1,1,1,1,1,0,SOUTH,1
875.91,4,2,1,2400,Cold,0,1,1,1,1,0,1,0,WEST,0
1402.04,4,4,2,3400,Cold,0,3,1,1,1,0,0,1,WEST,0
553.22,1,2,1,900,Mixed-Humid,0,1,0,1,0,1,1,0,SOUTH,1
333.1,4,5,3,1790,Hot-Dry,1,3,1,1,1,1,1,0,WEST,1
3244.6,4,3,2,3900,Marine,0,1,1,1,1,1,1,0,WEST,0
1606.9,5,3,4,3300,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
992.89,3,2,3,1540,Hot-Dry,0,2,1,1,1,1,1,0,WEST,1
1754.49,3,2,2,2500,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
5331.28,5,3,4,6200,Hot-Humid,1,4,1,1,1,0,1,0,SOUTH,0
371.99,2,0,1,1750,Mixed-Humid,0,2,0,1,0,1,0,0,NORTHEAST,0
1495.85,4,4,4,3500,Cold,0,4,1,1,1,0,1,0,MIDWEST,1
1649.23,3,0,2,1000,Mixed-Humid,0,1,1,0,0,1,0,1,SOUTH,0
1995.28,3,5,3,2700,Mixed-Humid,0,1,1,1,1,0,1,1,SOUTH,0
1188.03,2,1,1,640,Very-Cold,0,1,1,0,1,1,0,0,WEST,0
1748.44,4,2,4,3000,Hot-Humid,0,3,1,1,1,1,1,0,SOUTH,1
715.74,2,2,2,1840,Cold,0,3,1,1,1,1,1,0,NORTHEAST,0
1412.29,4,3,3,2100,Hot-Dry,0,3,1,1,1,0,1,0,SOUTH,0
2041.53,6,3,3,2020,Cold,0,1,1,0,1,1,1,0,MIDWEST,1
2671.77,4,2,3,1850,Hot-Humid,0,4,1,1,1,0,1,0,WEST,0
1144.29,3,4,1,1730,Hot-Humid,1,1,1,1,1,0,1,1,SOUTH,0
1494.61,3,4,4,590,Mixed-Humid,0,1,0,0,0,0,1,0,NORTHEAST,0
2041.71,1,1,2,1050,Mixed-Humid,0,2,0,0,1,1,1,1,NORTHEAST,0
745.25,1,1,1,900,Mixed-Humid,0,4,0,1,1,1,1,1,SOUTH,1
949.25,4,3,3,1800,Mixed-Humid,0,2,1,1,1,1,1,1,SOUTH,0
933.18,3,2,2,1200,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
405.86,4,1,2,2240,Hot-Dry,0,1,1,0,1,0,1,0,WEST,0
1399.83,4,2,4,2410,Marine,0,4,1,1,1,1,0,1,WEST,1
1300.46,3,3,1,2800,Mixed-Humid,0,1,0,1,1,0,1,1,SOUTH,1
1424.6,2,2,1,2500,Very-Cold,0,1,0,1,1,0,0,0,WEST,0
2578.83,4,0,1,4070,Cold,0,4,1,1,1,1,1,1,NORTHEAST,1
767.69,3,1,1,2100,Marine,0,2,1,1,1,0,0,1,WEST,0
519.74,0,3,2,1650,Mixed-Humid,0,1,0,0,1,0,0,0,NORTHEAST,0
2396.5,4,1,4,1470,Very-Cold,0,4,1,1,1,0,0,0,WEST,0
467.17,2,1,1,600,Cold,0,1,0,0,0,1,0,1,WEST,0
772.49,3,1,1,1800,Mixed-Dry,0,2,1,1,1,0,1,0,WEST,0
638.38,3,2,1,2700,Cold,0,2,1,1,1,0,1,0,NORTHEAST,1
2336.33,1,3,2,1300,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
2085.12,3,1,4,1500,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1588.98,4,3,2,3400,Mixed-Humid,0,4,1,1,1,1,1,1,SOUTH,1
1521,2,1,2,1200,Hot-Humid,0,4,0,1,1,0,1,1,WEST,0
1291.22,3,2,4,2890,Cold,0,4,1,1,1,1,0,0,WEST,1
740.2,3,1,2,1960,Mixed-Humid,0,3,1,1,1,0,1,0,SOUTH,1
774.67,1,1,2,600,Hot-Humid,0,1,0,0,0,1,1,1,SOUTH,0
1840.8,3,2,1,2700,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,0
929.78,2,2,2,900,Cold,0,1,0,1,1,0,1,1,NORTHEAST,0
1308.41,3,4,4,2400,Mixed-Humid,0,1,0,1,1,0,1,0,NORTHEAST,0
749.05,2,1,1,2400,Cold,0,1,1,0,1,0,1,0,MIDWEST,0
714.11,3,3,1,1950,Cold,0,2,1,1,1,0,1,0,MIDWEST,0
2964.06,5,5,6,2600,Cold,1,3,1,1,1,1,1,0,MIDWEST,0
1090.42,4,3,2,2590,Hot-Humid,0,3,1,1,1,1,1,0,SOUTH,0
1869.36,2,3,3,5540,Cold,0,2,1,0,1,1,1,0,MIDWEST,1
1102.82,2,3,2,800,Mixed-Humid,0,2,1,0,1,0,1,0,SOUTH,0
703.21,3,2,4,2000,Cold,0,1,1,1,1,0,1,1,NORTHEAST,0
3930.93,3,3,3,2500,Cold,0,4,1,1,1,1,1,1,NORTHEAST,1
1382.56,4,1,2,2000,Mixed-Humid,0,4,1,1,1,0,1,0,SOUTH,1
529.49,2,1,4,820,Cold,0,1,0,0,0,0,1,0,NORTHEAST,0
1628.6,4,3,2,1750,Hot-Dry,0,1,1,1,1,1,1,0,WEST,0
1199.52,2,2,7,1000,Cold,0,1,0,0,1,0,1,0,NORTHEAST,1
3202.5,2,3,2,3890,Cold,0,3,1,1,1,0,1,0,MIDWEST,0
853.43,4,2,4,1390,Hot-Dry,0,1,1,1,1,0,1,0,WEST,0
1745.27,3,2,2,1650,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1058.51,2,2,1,1500,Mixed-Humid,0,2,1,1,1,0,1,0,MIDWEST,0
828.53,3,2,2,1660,Marine,0,2,1,1,1,0,1,0,WEST,1
1802.55,4,3,4,3700,Mixed-Humid,0,4,1,1,1,0,1,0,NORTHEAST,1
460.57,5,2,4,3110,Marine,0,3,1,1,1,1,0,0,WEST,0
1519.14,3,1,3,2350,Cold,0,3,1,1,1,0,1,0,MIDWEST,1
3795.03,2,1,2,700,Hot-Humid,0,3,0,0,0,0,1,1,WEST,0
1224.83,4,3,5,1500,Cold,0,1,1,0,1,0,1,0,MIDWEST,0
1532.4,3,0,3,1650,Cold,0,1,1,0,1,1,1,1,NORTHEAST,0
4245.39,3,4,3,2080,Hot-Dry,1,4,1,1,1,1,1,1,WEST,1
2737.51,3,2,4,1540,Hot-Humid,0,4,1,1,1,1,1,1,SOUTH,1
1375.96,2,2,3,840,Hot-Dry,0,2,1,1,1,1,1,1,WEST,0
735.84,3,3,1,1440,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,0
1224.62,4,3,4,1800,Mixed-Humid,1,1,1,1,1,1,1,0,SOUTH,1
1987.2,4,1,5,3150,Cold,0,4,1,1,1,0,1,1,MIDWEST,0
2766.18,4,4,3,3000,Mixed-Humid,1,4,1,1,1,1,1,0,SOUTH,1
1562.14,2,3,2,1140,Cold,0,1,0,1,1,0,1,1,MIDWEST,0
2302.68,2,3,4,1000,Marine,0,1,1,1,1,0,1,1,WEST,0
1517.04,3,2,2,1400,Mixed-Humid,0,1,1,0,1,1,1,1,SOUTH,0
689.49,1,1,1,710,Mixed-Humid,0,4,0,1,0,1,1,1,NORTHEAST,1
2044.74,4,4,2,2000,Cold,0,2,1,1,1,0,1,1,NORTHEAST,1
1799.96,3,3,3,3130,Cold,0,2,0,0,1,1,1,1,MIDWEST,0
452.11,1,0,1,500,Marine,0,1,0,1,0,1,0,1,WEST,0
3398.21,3,3,3,2800,Mixed-Humid,1,1,1,1,1,0,1,1,SOUTH,0
1359.28,3,2,2,2200,Cold,0,1,1,1,1,0,1,0,MIDWEST,0
1716.02,3,1,4,3000,Mixed-Humid,0,2,1,1,1,1,1,1,MIDWEST,0
1815.53,5,2,5,3500,Mixed-Humid,0,4,1,1,1,1,1,0,SOUTH,1
1087.35,4,1,1,2520,Cold,0,1,1,1,1,0,1,1,WEST,0
900.94,3,1,3,980,Marine,0,1,1,1,1,0,1,0,WEST,0
921.09,3,2,2,1800,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,0
1481.46,4,3,5,2100,Cold,0,3,1,1,1,1,1,0,MIDWEST,1
812.31,3,1,1,2200,Marine,0,1,1,1,1,0,1,0,WEST,0
1088.14,2,2,2,870,Mixed-Humid,0,1,0,1,1,1,1,1,MIDWEST,0
2421.33,3,2,3,1060,Mixed-Humid,0,1,1,0,1,1,1,1,SOUTH,0
1376.11,3,2,1,1350,Hot-Humid,0,1,1,1,1,1,1,1,SOUTH,0
688.8,1,2,1,800,Cold,0,1,0,0,1,1,1,0,NORTHEAST,0
832,3,1,1,2370,Cold,0,1,1,1,1,0,1,1,MIDWEST,0
1541.83,3,1,1,1600,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,0
3736.45,2,1,2,1600,Hot-Humid,0,2,0,0,1,0,1,0,WEST,1
834.03,3,4,4,1500,Mixed-Humid,0,1,0,1,1,1,1,1,SOUTH,0
1986.55,3,3,5,900,Mixed-Humid,0,1,1,1,1,1,1,1,SOUTH,0
729.52,2,3,2,1470,Hot-Humid,0,3,0,1,1,0,1,1,SOUTH,0
2392.01,4,5,3,2400,Mixed-Humid,1,2,1,1,1,1,1,1,MIDWEST,1
2007.79,3,3,3,1400,Cold,0,3,1,1,1,1,0,1,NORTHEAST,0
569.54,1,1,2,1150,Mixed-Humid,0,1,1,0,1,0,1,0,SOUTH,0
2122.07,5,2,2,5250,Cold,0,1,1,1,1,0,1,0,MIDWEST,1
693.65,2,2,1,2370,Cold,0,1,1,1,1,0,0,1,NORTHEAST,0
1629.39,3,1,2,2040,Marine,1,2,1,1,1,1,0,1,WEST,0
1268.48,6,1,3,11000,Mixed-Humid,0,3,1,1,1,0,1,0,SOUTH,0
1240.63,4,4,2,3850,Very-Cold,0,4,1,1,1,0,1,1,MIDWEST,1
590.59,2,2,3,1200,Mixed-Humid,0,2,0,1,1,0,1,0,NORTHEAST,0
1076.75,3,2,2,1350,Hot-Humid,0,2,1,1,1,1,1,1,SOUTH,1
353.39,1,0,1,1160,Mixed-Humid,0,2,0,0,0,1,1,0,NORTHEAST,0
1016.79,2,2,1,2040,Mixed-Humid,0,1,1,1,1,0,1,1,SOUTH,0
766.35,3,1,2,2120,Cold,0,3,1,1,1,0,1,0,WEST,0
